Titre;Description;MotsClés;NomDuLieu;CodePostal;Ville;Région;Département;TypeEvénement;AgeMinimum;AgeMaximum;ConditionsDeParticipation
Nuit de la lecture sous les étoiles;Avant même de lire des mots, l’Homme savait lire les étoiles.;"lecture;spectacle;conte;étoile;auteur;planétarium;météorite;univers;jeux;animation";Bibliothèque - Cité des sciences et de l'industrie;75019;Paris;Île-de-France;Paris;Spectacle (danse, concert, performance, théâtre…);5;99;Entrée libre
Lecture au saut du lit;À l'occasion de la Nuit de la lecture, venez en pyjama et avec vos doudous assister à une lecture pour tout-petits sous la couette du Chameau sauvage;"lecture;conte;pyjama;musique;dimanche matin;café;jeunesse";Librairie café culturel Le Chameau sauvage;31200;Toulouse;Occitanie;Haute-Garonne;Lecture / Conte;;;Entrée libre
Lectures dans le noir;Lectures offertes par les bibliothécaires. Présentation de livres extraordinaires : livres pop up, kamishibaï...;;Médiathèque d'Oyonnax - Espace jeunesse;1100;Oyonnax;Auvergne-Rhône-Alpes;Ain;Lecture / Conte;3;12;Entrée libre
Braderie des livres et CD désherbés;Pour allier plaisir et bonne action, tout au long de la journée profitez de la vente de livres et CD retirés des collections au prix de 1€ dont les bénéfices profitent aux actions sociales du CCAS.;;Médiathèque Les Temps Modernes;40220;Tarnos;Nouvelle-Aquitaine;Landes;Autre (précisez dans le champ ci-dessous);;99;Entrée libre
Dédicace d'Anthelme Hauchecorne à Douai;Dédicace d'Anthelme Hauchecorne à Douai;"Fantastique;Jeunesse";Furet du Nord - Douai;59500;Douai;Hauts-de-France;Nord;Rencontre d'auteur(s) et dédicace;;;Entrée libre
Atelier bookface;Réalisation d'un bookface : prendre en photo une personne et un livre en réalisant un montage original.;;Bibliothèque de Neuville-les-Dames;1400;Neuville-les-Dames;Auvergne-Rhône-Alpes;Ain;Atelier;;;Sur inscription
Rencontre avec un auteur : Jacqueline Bernet;Lorsqu'un auteur rencontre ses lecteurs, c'est une belle occasion de discuter autour des thèmes traités dans le livre et du style d'écriture créant ainsi des moments enrichissants pour tout le monde.;Bernet Jacqueline colibris d'Isia Académie de Mâcon;Bibliothèque de Neuville-les-Dames;1400;Neuville-les-Dames;Auvergne-Rhône-Alpes;Ain;Rencontre d'auteur(s) et dédicace;;;Entrée libre
Circuit : Le banc, le lampadaire & Co;Grenade-sur-l’Adour et Larrivière-Saint-Savin;"Nuit de la lecture 2020;Grenade-sur-lAdour;Larrivière-Saint-Savin;Atelier d'écriture;Lecture;Auberge espagnole";Grenade-sur-l'Adour;40270;Grenade-sur-l'Adour;Nouvelle-Aquitaine;Landes;Lecture / Conte;8;120;Sur inscription
Soirée contes en pyjama;Soirée lecture à partir de 4 ans, pyjamas et doudous acceptés ! Attentions places limités, réservation obligatoire.;;Librairie Florilège;85200;Fontenay-le-Comte;Pays de la Loire;Vendée;Lecture / Conte;4;7;Sur inscription
Montagne et lecture;La médiathèque de Saillagouse vous propose une longue après-midi autour du livre, du papier... Participez à la dictée, écoutez les contes polyglotes... Et plein d'autres surpirses !;Saillagouse Mediathéque Soirée Livre Papiers Spectacle;Médiathèque de Saillagouse;66800;Saillagouse;Occitanie;Pyrénées-Orientales;Lecture / Conte;2;99;Entrée libre
Le Balbec Café, le rendez-vous des lecteurs;Cette soirée s’ouvrira par un moment d’échange convivial autour des livres pour partager tous ensemble nos dernières découvertes ou récents coups de coeur !;;Médiathèque de Haute-Saintonge;17500;Jonzac;Nouvelle-Aquitaine;Charente-Maritime;Partage de coups de cœur, conseils de lecture, « speed-booking »;16;99;Entrée libre
Livres en jeux;Venez jouer en famille autour des livres.;;Médiathèque Les Temps Modernes;40220;Tarnos;Nouvelle-Aquitaine;Landes;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);3;99;Entrée libre
Projection l'Ecume des jours de M. Gondry;Projection l'Ecume des jours de M. Gondry;"Michel Gondry;Boris Vian;L'écume des jours;cinéma;projection;débat;apéro;pique-nique";Médiathèque Intercommunale Cap-d'Ail;6320;Cap-d'Ail;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;Projection;14;99;Sur inscription
Découvertes numériques;Découverte de ressources numériques;;Espace culturel de la marquise Brassac;81260;Brassac;Occitanie;Tarn;Autre (précisez dans le champ ci-dessous);;;Entrée libre
Soirée jeux;Nuit du jeu;;Espace culturel de la marquise Brassac;81260;Brassac;Occitanie;Tarn;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;;Entrée libre
Concert au casque;Equipé d’un casque, laissez-vous transporter par la musique de l’artiste Delawhere. Un temps d’échange avec l'artiste en fin de set. À 20 h. Sur inscription, adultes et enfants à partir de 4 ans.;"Concert;famille;musique";Médiathèque La Grande Passerelle;35400;Saint-Malo;Bretagne;Ille-et-Vilaine;Spectacle (danse, concert, performance, théâtre…);4;99;Sur inscription
Nuit de la lecture : Humour;lecture par des auteurs , des comédiens et des lecteurs amateurs;"humour;Barda;Vieren;X.Clément";Salle des fêtes;89480;Coulanges-sur-Yonne;Bourgogne-Franche-Comté;Yonne;Lecture / Conte;;;Entrée libre
Mini Nuit de la lecture au collège Prévert;Mini nuit de la lecture au CDI;"Lecture à voix haute;échange;partage";CDI Collège Jacques Prévert;38540;Heyrieux;Auvergne-Rhône-Alpes;Rhône;Lecture / Conte;;;Entrée libre
Roman-photo d'anniversaire de la médiathèque;La nuit de la lecture pour fêter les 20 ans de la Médiathèque;"murder party;concours photo;ateliers créatifs;cocktail";Médiathèque de Suresnes;92150;Suresnes;Île-de-France;Hauts-de-Seine;Projection;;;Entrée libre
Collation;Soupe maison, pain, fromage proposés par la bibliothèque;collation;Bibliotheque Aviernoz;74570;Fillière;Auvergne-Rhône-Alpes;Haute-Savoie;Dégustation, buffet, collation…;6;99;Entrée libre
Soirée jeux;Soirée jeux de societé, jeux de cartes;jeux de societé;Bibliotheque Aviernoz;74570;Fillière;Auvergne-Rhône-Alpes;Haute-Savoie;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);6;99;Entrée libre
Mes Héros préférés;Viens avec ton doudou et le livre de ton héros préféré !;"lectures;albums;héros;doudou";Bibliothèque de Cadaujac;33140;Cadaujac;Nouvelle-Aquitaine;Gironde;Lecture / Conte;3;6;Sur inscription
Rencontre d'auteur et dédicace;Rencontre avec un auteur local : Jean-François Vial;"rencontre d'auteur;lecture à haute-voix";Bibliothèque de St Maurice-lès-Châteauneuf;71740;Saint-Edmond;Bourgogne-Franche-Comté;Saône-et-Loire;Rencontre d'auteur(s) et dédicace;;;Entrée libre
« L’histoire vraie du Petit Chaperon Rouge », spectacle;Soirée qui met en avant la lecture, les contes, l'univers des livres, dans une ambiance chaleureuse et conviviale autour d'un buffet. Théâtre, lectures, slam, concours des chaussons les plus loufoques;"Lecture;Nuit;Théâtre;Conte;Musique;Slam;Concours";Salle Jacques Brel;24150;Lalinde;Nouvelle-Aquitaine;Dordogne;Spectacle (danse, concert, performance, théâtre…);4;99;Entrée libre
Atelier d'écriture créative;Tentez l’aventure de l’écriture ! Plusieurs petits exercices faciles et amusants pour délier vos plumes et savourer ensemble le plaisir des mots.;"atelier;écriture créative;pour les grands;essonne";Bibliothèque Diane de Poitiers;91150;Étampes;Île-de-France;Essonne;Atelier;15;99;Entrée libre
Café littéraire autour de Victor Hugo;Café littéraire avec des lectures d’extraits de poèmes de Victor Hugo;;Maison de Chateaubriand – Vallée-aux-Loups;92290;Châtenay-Malabry;Île-de-France;Hauts-de-Seine;Spectacle (danse, concert, performance, théâtre…);;;Sur inscription
Lecture Prix littéraires des enfants;Découvrez la sélection 2019- 2020 mise en voix par la cie du Théâtre en l’air. A partir de 6 ans;Lecture Prix littéraires des enfants 2019-2020;Médiathèque François-Rabelais;92230;Gennevilliers;Île-de-France;Hauts-de-Seine;Spectacle (danse, concert, performance, théâtre…);;;Entrée libre
Petits frissons;Lecture, lecture dans le noir dans les conditions d'une personne malvoyante, ateliers, coin lecture et gôuter;"lecture;kamishibaï";Centre culturel Marie Hart;67330;Bouxwiller;Grand Est;Bas-Rhin;Lecture / Conte;;;Entrée libre
Rencontre avec Muriel Zürcher;Muriel Zürcher vient à la rencontre d'une classe de 5e qui l'accompagne depuis plusieurs semaines dans l'écriture de son feuilleton des Incos.;"rencontre;auteur;autrice;feuilleton des incos;prix des incos;scolaire";Collège Grésivaudan;38330;Saint-Ismier;Auvergne-Rhône-Alpes;Isère;Rencontre d'auteur(s) et dédicace;;;Sur inscription
Rencontre avec Fred L., auteur et illustrateur jeunesse;Atelier avec Fred L., autour de son travail d’illustrateur : technique, inspiration… afin d’accompagner des classes de CM1/CM2 sur certains projets.;;Médiathèque centrale Emile Zola;34000;Montpellier;Occitanie;Hérault;Atelier;9;11;Sur inscription
Lectures à voix haute pour les enfants et leurs familles;Lectures à voix haute pour les enfants et leurs familles à l'occasion de la Nuit de la lecture 2020;;Médiathèque Paul Eluard;93300;Aubervilliers;Île-de-France;Seine-Saint-Denis;Lecture / Conte;;;Entrée libre
EXQUIS SANS GASPI;Partageons nos recettes anti-gaspi et un buffet réalisé avec des produits invendus;"cuisine;anti-gaspi;recettes";Médiathèque Jean Prévost;69500;Bron;Auvergne-Rhône-Alpes;Métropole de Lyon;Dégustation, buffet, collation…;6;99;Entrée libre
Jeu de questions-réponses;Jeu de questions-réponses sur la science et plein d'autres sujets;;Médiathèque de Saint-Paul-de-Jarrat;9000;Saint-Paul-de-Jarrat;Occitanie;Ariège;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;;Entrée libre
Nuit de la lecture à L'Étoile Bleue;Champ Libre invite le public à partager la nuit de la lecture dans son théâtre : l'Etoile Bleue. Toutes les salles sont utilisées : la cuisine, le foyer, la salle de théâtre, le bar et même la cour.;"Saint-Junien;Champ Libre;Etoile Bleue;Spectacle;Performance;Partage de coup de coeur;Atelier;Pyjama;Théâtre";L'Étoile Bleue;87200;Saint-Junien;Nouvelle-Aquitaine;Haute-Vienne;Lecture / Conte;;;Entrée libre
Kamishibaï, spectacle proposé par la compagnie Asur;Par la conteuse Chrystel Carpentier;"kamishibaï;spectacle;conte";Bibliothèque de Lamballe-Armor - Site de Morieux;22400;Lamballe-Armor;Bretagne;Côtes-d'Armor;Spectacle (danse, concert, performance, théâtre…);;;Entrée libre
Hé ! Crie ton amour pour la Méditerranée, un atelier pour se lancer en poésie;Journée poésie : atelier d'écriture la Fabriq'à text', rencontre avec Philippe Gastine pour se lancer en poésie et projection du film Les poètes sont encore vivants de Xavier Gayan;"atelier;écriture;poésie;concours;Méditerranée";Médiathèque Nelson Mandela;13120;Gardanne;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Atelier;12;112;Entrée libre
A la recherche du livre égaré;Enquête-jeu par équipe à partir de 6 ans;"jeu;enquête;lecture";Librairie L'Encre et la Boussole;17390;La Tremblade;Nouvelle-Aquitaine;Charente-Maritime;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);6;99;Sur inscription
Chasse au trésor;Venez découvrir la médiathèque autrement le temps d'une chasse au trésor !;"médiathèque;chasse au trésor;nuit de la lecture";Médiathèque Jean Jaurès;58000;Nevers;Bourgogne-Franche-Comté;Nièvre;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;99;Sur inscription
Atelier de fabrication de marque-pages;Atelier de conception de marque-page;"lecture;bricolage;marque-page";Bibliothèque La Fouillotte;54113;Blénod-lès-Toul;Grand Est;Meurthe-et-Moselle;Atelier;8;99;Entrée libre
Partage à la bibliothèque;Projection d'un conte numérique;conte numérique;Bibliothèque municipale;42370;Saint-Alban-les-Eaux;Auvergne-Rhône-Alpes;Loire;Projection;3;99;Entrée libre
Partage à la bibliothèque : exercice de respiration;Exercice type yoga des enfants;"yoga;respiration";Bibliothèque municipale;42370;Saint-Alban-les-Eaux;Auvergne-Rhône-Alpes;Loire;Atelier;3;99;Entrée libre
Séance de contes et de lectures;Lectures offertes d'albums et de contes;"contes;album;lecture";Bibliothèque La Fouillotte;54113;Blénod-lès-Toul;Grand Est;Meurthe-et-Moselle;Lecture / Conte;3;99;Entrée libre
Atelier d'écriture;Un atelier co-animé par Elena Hoyer, de l'atelier la porte-plume et Nicole Szypula, pour s'émerveiller des mots qui viennent et des histoires qui s'envolent !;;Bibliothèque de Désaignes;7570;Désaignes;Auvergne-Rhône-Alpes;Ardèche;Atelier;;;Entrée libre
Dictée;La dictée la plus attendue de l'année ! Celle qui allie réflexion et coopération ... mais attention seulement pour la correction ! un moment à déguster  ! Pour ados motivés et adultes curieux.;;Bibliothèque de Désaignes;7570;Désaignes;Auvergne-Rhône-Alpes;Ardèche;Atelier;12;99;Entrée libre
Apéro et grignotages partagés;Amenez de quoi grignoter tout en continuant à échanger. L'équipe de la bibliothèque vous offre sa soupe au caillou.;;Bibliothèque de Désaignes;7570;Désaignes;Auvergne-Rhône-Alpes;Ardèche;Dégustation, buffet, collation…;;;Entrée libre
Spectacle participatif « Alors, ça mord ? »;Avec Juliette et Murielle, construis ton masque pour donner vie aux personnages de l’album de Jean Gourounas.;"masque;album;spectacle;participatif;atelier";Médiathèque d'Olliergues;63880;Olliergues;Auvergne-Rhône-Alpes;Puy-de-Dôme;Spectacle (danse, concert, performance, théâtre…);3;12;Entrée libre
Conte numérique;Découvrez une histoire autrement : Morris Lessmore se retrouve embarqué dans une formidable aventure au pays des livres qui parlent.;contenumerique;Médiathèque François Mitterrand;4000;Digne-les-Bains;Provence-Alpes-Côte d'Azur;Alpes-de-Haute-Provence;Lecture / Conte;7;99;Entrée libre
Animations autour des émotions et du Pop Art;Venez découvrir le Pop Art grâce à différents jeux autour des émotions;;Foyer de vie Les Cattelaines;59320;Haubourdin;Hauts-de-France;Nord;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);8;99;Sur inscription
Atelier dessin et écriture;Initiation au dessin avec Nicolas Delestret et à l'écriture avec Brigitte Adgnot de l'association Vadrouilles;"Atelier;dessin;écriture";Foyer de vie Les Cattelaines;59320;Haubourdin;Hauts-de-France;Nord;Atelier;10;99;Sur inscription
Soirée contes en pyjama avec chocolat chaud;La médiathèque propose aux enfants dès 5 ans et leurs parents de venir écouter des contes… en pyjama ! Avec doudous et coussins pour une écoute encore plus confortable.;"conte;pyjama;chocolat chaud";Médiathèque Le Traict d'encre;44490;Le Croisic;Pays de la Loire;Loire-Atlantique;Lecture / Conte;5;12;Sur inscription
Lectures à voix haute des textes de l'atelier ou de vos textes;Partage de vos textes (poésies, nouvelles, pamphlets, incipit, etc.) au travers d'une lecture partagée à voix haute.;"lecture;lecture voix haute";Médiathèque Le Traict d'encre;44490;Le Croisic;Pays de la Loire;Loire-Atlantique;Lecture / Conte;14;99;Sur inscription
Troubles dys- et lecture : les publics empêchés;Troubles dys- et lecture;"dyslexie;dysgraphie;dysphasie;lecture;public empêché;éditions adaptées;accessibilité";Médiathèque intercommunale des Hautes Vosges;88120;Vagney;Grand Est;Vosges;Conférence / table-ronde;15;99;Entrée libre
Conte musical : Annunaki et Amara;Une découverte familiale et ludique du répertoire classique;conte musical;Médiathèque centre-ville;92130;Issy-les-Moulineaux;Île-de-France;Hauts-de-Seine;Spectacle (danse, concert, performance, théâtre…);6;99;Entrée libre
Soirée conte;Le LAC, c'est un collectif de 11 conteuses et un conteur aux divers horizons, langues et pays qui habitent nos corps, nos voix, et enrichissent notre univers.;conte en balade;Maison des Hauts d'Issy;92130;Issy-les-Moulineaux;Île-de-France;Hauts-de-Seine;Lecture / Conte;4;99;Entrée libre
