Titre;Description;MotsClés;NomDuLieu;CodePostal;Ville;Région;Département;TypeEvénement;AgeMinimum;AgeMaximum;ConditionsDeParticipation
Soirée ciné-lecture : frousse, trouille et chocotte;Galerie truculente de personnages effrayants, touchants et monstrueux.;;Médiathèque R. Queneau - Salle Ballif;91260;Juvisy-sur-Orge;Île-de-France;Essonne;Lecture / Conte;;;Sur inscription
Bookface;Un lecteur/Une couv' de livre et hop, on se tire le portrait en bookface et au polarïd svp !;;Médiathèque de Flavignac;87230;Flavignac;Nouvelle-Aquitaine;Haute-Vienne;Atelier;;;Sur inscription
Soirée jeux;On joue avec les nombreux jeux de nos médiathèques !;;Médiathèque de Flavignac;87230;Flavignac;Nouvelle-Aquitaine;Haute-Vienne;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;;Sur inscription
Escape Games;Escape games;escape games;Bibliothèque municipale;79160;Coulonges-sur-l'Autize;Nouvelle-Aquitaine;Deux-Sèvres;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);6;99;Sur inscription
Contes dans le planétarium!;Un planétarium pour observer le ciel, accompagné de lectures sur le thème de la mythologie;;Médiathèque de Langeac;43300;Langeac;Auvergne-Rhône-Alpes;Haute-Loire;Lecture / Conte;;;Entrée libre
Marathon d'écriture et lectures;Marathon d'écriture, lectures et spectacles proposés par la Société des Gens de Lettres et l'Observatoire de Paris;"lecture;marathon ecriture;Observatoire;hotel de Massa;auteur";Société des Gens de Lettres - Hôtel de Massa;75014;Paris;Île-de-France;Paris;Autre (précisez dans le champ ci-dessous);7;99;Entrée libre
Ecouter le Noir : rencontre-lecture-dédicace avec Karine Giebel, Barbara Abel, François-Xavier Dillard;Rencontre avec Karine Giebel, Barbara Abel et Fançois-Xavier Dillard;"Polar;thriller;Lecture-rencontre;dédicace;karine giebel;Barbara Abel;François-Xavier Dillard;auteurs";Médiathèque Anne Fontaine;92160;Antony;Île-de-France;Hauts-de-Seine;Rencontre d'auteur(s) et dédicace;14;99;Entrée libre
Les auteurs c'est classe ! Rencontres scolaires;Les élèves de CE2 et la classe des Ulis accueillent Gilles Bizouerne dans leur école. Ils lui ont préparé bien des surprises !;Rencontres d'auteurs;Ecole primaire Jean Macé;59190;Hazebrouck;Hauts-de-France;Nord;Rencontre d'auteur(s) et dédicace;8;11;Sur inscription
Les auteurs c'est classe ! Rencontres scolaires;L'auteur illustrateur Sylvain Victor est attendu par les élèves de CM2.;rencontres d'auteurs;Ecole Saint Vincent;59190;Hazebrouck;Hauts-de-France;Nord;Rencontre d'auteur(s) et dédicace;10;11;Sur inscription
Atelier poésie pour les adultes;Atelier poésie adultes;"Poésie;Adultes";Bibliothèque municipale Lamartine;48000;Mende;Occitanie;Lozère;Atelier;16;99;Entrée libre
Libre choix;Présentation d'un coup de cœur;"Coup de cœur;libre choix;livre;auteur;texte";Bibliothèque municipale Lamartine;48000;Mende;Occitanie;Lozère;Partage de coups de cœur, conseils de lecture, « speed-booking »;16;99;Entrée libre
Petites histoires du soir ...en kimono !;Petites histoires du soir en pyjama à la médiathèque ! Cette année, notre soirée pyjama sera sur le thème Japon, alors pyjama ou kimono, à vous de choisir ! Doudous et oreillers sont les bienvenus !;;L'ABD Médiathèque de Dammarie;28360;Dammarie;Centre-Val de Loire;Eure-et-Loir;Lecture / Conte;4;11;Sur inscription
Apéro nocturne;Pour clôturer la nuit de la lecture 2020, la médiathèque vous invite à l'apéro.;"apéro;convivialité";Médiathèque Jean d'Ormesson;27100;Le Thuit Signol;Normandie;Eure;Dégustation, buffet, collation…;18;99;Entrée libre
Initiation au conte;"Le comédien-conteur du spectacle ""Retour à Ithaque"" propose une initiation aux techniques du conte autour des aventures d’Ulysse";;Centre culturel Aragon Triolet;94310;Orly;Île-de-France;Val-de-Marne;Atelier;11;99;Sur inscription
Soirée conte;Un conte par Layla Darwiche pour les plus jeunes;;Médiathèque de Mallemort;13370;Mallemort;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Lecture / Conte;6;99;Sur inscription
Les reptiliens sont parmi nous !;Saurez-vous arrêter Marie-Odile Duchignon, bibliothécaire de son état, mais surtout reptilienne infiltrée depuis des années parmi nous ?;;Bibliothèque de Saint-Sever;76100;Rouen;Normandie;Seine-Maritime;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;;Sur inscription
Conter La Fontaine : des histoires d'animaux;A la découverte de La Fontaine et de ses fables.;"La Fontaine;contes;enfants;adultes;bricolage";Bibliothèque de Château-la-Vallière;37330;Château-la-Vallière;Centre-Val de Loire;Indre-et-Loire;Lecture / Conte;6;99;Entrée libre
Ville du futur;Réalisez en pop-up géant votre ville du futur !;"pop-up;futur;travauxmanuels;artscreatifs";Médiathèque de Melgven;29140;Melgven;Bretagne;Finistère;Atelier;;;Entrée libre
Jeux de rôles;Surprenez l'auditoire ou regardez des scénettes théâtrales !;"théâtre;improvisation";Médiathèque de Tourc'h;29140;Tourch;Bretagne;Finistère;Atelier;;;Entrée libre
Le livre à la coque !;Présentez votre coup de coeur littéraire en 3 minutes chrono !;;Bibliothèque municipale du Chambon-sur-Lignon;43400;Le Chambon-sur-Lignon;Auvergne-Rhône-Alpes;Haute-Loire;Partage de coups de cœur, conseils de lecture, « speed-booking »;;;Entrée libre
Apéro littéraire;Envie d'échanger autour de vos  lectures ou de suivre l'actualité littéraire? Vous êtes  les bienvenu.e.s pour parler de ce que vous lisez ou seulement pour écouter.;"club lecture;roman;littérature;coup de coeur";Médiathèque municipale d'Oullins - La Mémo;69600;Oullins;Auvergne-Rhône-Alpes;Métropole de Lyon;Partage de coups de cœur, conseils de lecture, « speed-booking »;;;Entrée libre
Escape game: panique dans la bibliothèque;Un escape game sur le thème des idées reçues.;"jeu;sciences;enquête;escape game";Médiathèque municipale d'Oullins - La Mémo;69600;Oullins;Auvergne-Rhône-Alpes;Métropole de Lyon;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);11;99;Sur inscription
Rencontre avec l'autrice Anne Pauly;"Dans le cadre des Rencontres du Prix Summer, invitation à Anne Pauly, autrice d""Avant que j'oublie"", l'un des 5 romans en lice pour le Prix Summer 2020 (Fête du livre de Bron).";"rencontre;autrice;roman;littérature;auteur";Médiathèque municipale d'Oullins - La Mémo;69600;Oullins;Auvergne-Rhône-Alpes;Métropole de Lyon;Rencontre d'auteur(s) et dédicace;;;Entrée libre
Petites histoires du soir;Au coeur de la nuit, des histoires à partager en famille, des trésors à découvrir, un chocolat à savourer !;"conte;histoire;lecture;famille";Médiathèque municipale d'Oullins - La Mémo;69600;Oullins;Auvergne-Rhône-Alpes;Métropole de Lyon;Lecture / Conte;3;99;Entrée libre
Concours de vitesse d'écriture;À vos marques ! Parte z! Nous allons voir qui sera le plus rapide lors de cette petite dictée. Prenez vos plus beaux stylos.;;Bibliothèque de Laruscade;33620;Laruscade;Nouvelle-Aquitaine;Gironde;Concours;;;Sur inscription
"""L'arbre aux secrets"" par Ethyène de la compagnie Tusitala";Spectacle interactif pour jeune public avec le comédien Ethyène de la compagnie Tusitala;Spectacle jeune public;Espace Dagron;28700;Auneau-Bleury-Saint-Symphorien;Centre-Val de Loire;Eure-et-Loir;Spectacle (danse, concert, performance, théâtre…);6;99;Sur inscription
Lectures et animations;Des lectures dans l'obscurité, des petits bricolages et autres surprises...;"lecture;histoires;nuit de la lecture;atelier";Médiathèque André Malraux;14100;Lisieux;Normandie;Calvados;Lecture / Conte;;7;Entrée libre
Murder Party : l'affaire Lupin;Murder Party : l'affaire Lupin;"énigme;polar";Médiathèque Jean Cocteau;91300;Massy;Île-de-France;Essonne;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);7;99;Sur inscription
"Exposition ""Le Journal de Spirou""";Retrouvez les grands noms de la maison d’édition Dupuis et les séries phares du Journal de Spirou : Gaston, Spirou et Fantasio, Cédric, Mélusine, Seuls, Dad, Les Nombrils...;"BD;Spirou";Médiathèque du Ru de Nesles;77420;Champs-sur-Marne;Île-de-France;Seine-et-Marne;Exposition;;;Entrée libre
Nos héros de bandes dessinées : exposition Anuki, la BD des tout-petits;Prolongez l’aventure du petit indien et de ses amis avec une exposition dédiée;BD;Médiathèque du Ru de Nesles;77420;Champs-sur-Marne;Île-de-France;Seine-et-Marne;Exposition;3;99;Entrée libre
"Exposition ""Giant"" : plongée dans le New-York des années 1930";À travers les séries de l’auteur-illustrateur Mickaël, découvrez la vie des immigrés étrangers à New-York et les coulisses de la Mafia.;"BD;New-York";Médiathèque du Ru de Nesles;77420;Champs-sur-Marne;Île-de-France;Seine-et-Marne;Exposition;;;Entrée libre
Nuit du Japon, atelier poupée geisha en papier;Fabriquez une poupée geisha en papier avec les bibliothécaires.;Japon atelier créatif;Médiathèque du Segrais;77185;Torcy;Île-de-France;Seine-et-Marne;Atelier;7;99;Entrée libre
Des histoires à volonté;Racontez et découvrez des pépites de la littérature jeunesse;;Médiathèque Gustave-Eiffel;92300;Levallois-Perret;Île-de-France;Hauts-de-Seine;Lecture / Conte;4;99;Entrée libre
Selfie littéraire : un atelier bookface;Mettez-vous en scène et faites-vous prendre en photo avec un livre dont la couverture pourrait être la continuité de votre visage. Succès garanti !;;Médiathèque Gustave-Eiffel;92300;Levallois-Perret;Île-de-France;Hauts-de-Seine;Atelier;;;Entrée libre
Grand LOTO -  Nuit de la lecture 2020;Grand loto !;Loto bingo jeux adultes famille;Médiathèque Sampiero;20000;Ajaccio;Corse;Haute-Corse;Autre (précisez dans le champ ci-dessous);;;Sur inscription
Soirée pyjama doudou;Soirée pyjama doudou pour écouter des histoires;;Bibliothèque de La Guierche;72380;La Guierche;Pays de la Loire;Sarthe;Lecture / Conte;2;8;Entrée libre
Spectacle : Les nez rouges de l'atelier théatre du CRD;Les élèves de l'ateleir théâtre du CRD  nous proposent à partir de 18h un lâcher de clowns dans la bibliothèque;clowns;Bibliothèque d'agglomération du Pays de Saint-Omer;62500;Saint-Omer;Hauts-de-France;Pas-de-Calais;Spectacle (danse, concert, performance, théâtre…);;;Entrée libre
Rencontre d'auteur-dédicace : Sérial Killer made in France par Serge Bourgoin;Venez nombreux écouter Serge Bourgoin, écrivain spécialisé dans l'étude des tueurs en série et du profilage criminel;"Serge Bourgoin;tueurs en série";Bibliothèque d'agglomération du Pays de Saint-Omer;62500;Saint-Omer;Hauts-de-France;Pas-de-Calais;Rencontre d'auteur(s) et dédicace;;;Sur inscription
Exposition Pierre Boulle, l'auteur de la Planète des singes;L'exposition consacrée à Pierre Boulle retrace la vie et l'oeuvre de cet auteur prolifique, mondialement célébré et pourtant si mal connu en France.;;Bibliothèque de CentraleSupélec campus de Metz;57070;Metz;Grand Est;Moselle;Exposition;;;Sur inscription
Lectures à partir de 6 ans;Lectures gourmandes pour les jeunes à partir de 6 ans;lectures;Médiathèque Max Rouquette;34600;Bédarieux;Occitanie;Hérault;Lecture / Conte;6;12;Entrée libre
Lectures pour les 3-6 ans;Partage d'histoires d'albums autour de la gourmandise;Histoires;Médiathèque Max Rouquette;34600;Bédarieux;Occitanie;Hérault;Lecture / Conte;3;6;Entrée libre
Soirée pyjama;Soirée pyjama, lectures pour les petits dans une ambiance cosy.;lecture pyjama enfants contes kamishibai;Médiathèque L'Eure de lire;28190;Courville-sur-Eure;Centre-Val de Loire;Eure-et-Loir;Lecture / Conte;4;12;Sur inscription
Lecture musicale;Lecture musicale avec Edith Payeux, auteure et violoniste;lecture café litteraire musique violon;Médiathèque L'Eure de lire;28190;Courville-sur-Eure;Centre-Val de Loire;Eure-et-Loir;Spectacle (danse, concert, performance, théâtre…);;;Entrée libre
BD concert;Une histoire sans paroles portée par une musique qui croise influences pop, jazz, traditionnelle et improvisée.  Un spectacle tout public de 6 à 105 ans.;bd concert;Bibliothèque de Mollégès;13940;Mollégès;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Spectacle (danse, concert, performance, théâtre…);6;99;Sur inscription
Après-midi lecture au CDI;"Partage de coup de cœur, livres dont vous êtes le héros, boîte à ""livre mystère""...pour les lycéens";;Lycée du Sacré Cœur;71600;Paray-le-Monial;Bourgogne-Franche-Comté;Saône-et-Loire;Lecture / Conte;13;19;Sur inscription
Fanfare;SWAMP fanfare;;Médiathèque Montaigne;34110;Frontignan;Occitanie;Hérault;Spectacle (danse, concert, performance, théâtre…);;;Entrée libre
Contes et histoires fantastiques venues de lointaines galaxies.;Le très jeune public (3-6 ans) a rendez-vous, à 17h30, avec Amélie Armao et ses histoires fantastiques venues de lointaines galaxies.;#contes #lectures #jeunepublic #sciencefiction;Musée départemental d'art ancien et contemporain;88000;Épinal;Grand Est;Vosges;Lecture / Conte;3;6;Entrée libre
Histoires improvisées sur le thème des animaux;Histoires improvisées;"histoires;improvisation;animaux";Bibliothèque municipale de Bavay;59570;Bavay;Hauts-de-France;Nord;Lecture / Conte;6;12;Sur inscription
Jeux de mots autour des expressions;Jeux de mots autour des expressions;"expressions;auberge espagnole;pays;plat;convivialité;partage";Bibliothèque municipale de Bavay;59570;Bavay;Hauts-de-France;Nord;Spectacle (danse, concert, performance, théâtre…);18;99;Sur inscription
Heure du conte en pyjama;Venez participer à une heure du conte nocturne en pyjama ! Les doudous sont aussi les bienvenus !;"lectures;nocturne;pyjama;histoires";Bibliothèque intercommunale de Langon;33210;Langon;Nouvelle-Aquitaine;Gironde;Lecture / Conte;3;7;Sur inscription
"Initiation au jeu de rôle ""Sombre : la peur comme au cinéma""";Venez frissonnez seul ou en famille en étant le héros de mésaventures tirées de Sombre, un jeu de rôle horrifique créé par Johan Scipion.;"jeu de role;jeu;sombre;johan scipion";Médiathèque André Malraux;14100;Lisieux;Normandie;Calvados;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);14;99;Sur inscription
Concours - Donne envie de lire !;Si vous aimez particulièrement un livre, donnez donc envie aux autres de le lire en le présentant de manière attractive;"concours;livre";Médiathèque de Pont-Sainte-Marie;10150;Pont-Sainte-Marie;Grand Est;Aube;Partage de coups de cœur, conseils de lecture, « speed-booking »;;;Entrée libre
Le petit livre d'artiste;Le petit livre d'artiste : Atelier de création d'un leporello également appelé aussi livre accordéon sur les thèmes de la nuit et du partage. Par Sylviane Compan de l'association Emergences;;Médiathèque Aimé Césaire;34170;Castelnau-le-Lez;Occitanie;Hérault;Atelier;7;12;Sur inscription
Institut de sondage par la LISA 21;Les agents-sondeurs de la LISA 21 recueillent vos avis et souhaits, afin d’obtenir le meilleur indice dans le classement des bibliothèques !;"improvisation;spectacle";Médi@lude de Saint-Apollinaire;21850;Saint-Apollinaire;Bourgogne-Franche-Comté;Côte-d'Or;Spectacle (danse, concert, performance, théâtre…);;;Entrée libre
Match d'improvisation littéraire;Un match d'improvisation dont les thèmes seront inspirés par des titres de romans !;"improvisation;théâtre;romans";Médiathèque Madeleine Odent;60510;Bresles;Hauts-de-France;Oise;Spectacle (danse, concert, performance, théâtre…);8;99;Sur inscription
Atelier Bookface;Jouons avec les couvertures de livre ! Un atelier photo original!;"Photographie;Livres;Illusion d'optique";Médiathèque Madeleine Odent;60510;Bresles;Hauts-de-France;Oise;Atelier;;99;Entrée libre
Criée publique;Criée publique par les haut-parleuses;"criée;partages;collectif";La Pléiade;57120;Rombas;Grand Est;Moselle;Spectacle (danse, concert, performance, théâtre…);;;Entrée libre
Time's Up Géant spécial contes de fées et personnages de Walt Disney;Après midi Time's Up pour se défier sur les contes de fées;"Time's up;jeu de société;walt disney;conte de fée";Bibliothèque 7 à Lire;67460;Souffelweyersheim;Grand Est;Bas-Rhin;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);5;99;Sur inscription
Escape Game;Saurez-vous résoudre l'énigme de notre escape game?;"escape game;jeu de société";Bibliothèque 7 à Lire;67460;Souffelweyersheim;Grand Est;Bas-Rhin;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);10;99;Sur inscription
La nuit des 12 Sales Polars;Ce samedi 18 janvier 2020 à partir de 20h30, venez rencontrer les auteurs de ces nouvelles noires.;;Bibliothèque de Giberville;14730;Giberville;Normandie;Calvados;Rencontre d'auteur(s) et dédicace;;;Entrée libre
Projection des coups de cœur BD et mangas du Collège Palissy, sous forme de booktubes, à la Médiathèque Françoise Sagan Paris 10e;Pour célébrer 2020, année officielle de la BD, les élèves du Club lecture du Collège Palissy (Paris) ont réalisé des capsules vidéos où ils présenteront leurs coups de coeur BD à la Médiathèque Sagan;"BD;mangas;vidéos;coups de coeur;médiathèque Sagan;collège palissy";Médiathèque Françoise Sagan;75010;Paris;Île-de-France;Paris;Projection;;;Entrée libre
Histoires du soir en pyjama;Les enfants,venez en pyjama écouter des histoires racontées dans la pénombre. Doudous et couettes sont les bienvenus;;Médiathèque le Millefeuille;41100;Saint-Ouen;Centre-Val de Loire;Loir-et-Cher;Lecture / Conte;4;8;Sur inscription
Lectures chuchotées;Au creux de l’oreille, pour une minute ou pour une heure, les conteuses d’histoires sont là rien que pour vous.;histoires;Bibliothèque de Pont-L'Éveque;14130;Pont-l'Évêque;Normandie;Calvados;Lecture / Conte;1;11;Entrée libre
Repas façon auberge espagnole;As de la cuisine ou pro du casse-croûte, apportez de quoi partager un repas convivial;"repas;partage";Bibliothèque de Pont-L'Éveque;14130;Pont-l'Évêque;Normandie;Calvados;Dégustation, buffet, collation…;;99;Entrée libre
Quizz lecture;"Animation jeux ""quizz lecture""";;Bibliothèque municipale de Villaz;74370;Villaz;Auvergne-Rhône-Alpes;Haute-Savoie;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;;Entrée libre
Instant de lecture à Bon Attrait;Temps de lecture partagée;;Château de Bon Attrait, Maison de convalescence;74370;Villaz;Auvergne-Rhône-Alpes;Haute-Savoie;Lecture / Conte;;;Entrée libre
Après-midi Conte Kamichibaïs;Raconter différentes histoires pour enfants et des kamichibaïs;;Médiathèque de Métabief -  Espace Bruno Mutin;25370;Métabief;Bourgogne-Franche-Comté;Doubs;Lecture / Conte;;99;Entrée libre
Lecture de textes courts choisis;Lecture à voix haute de textes proposés à partager dans un moment calme;;Bibliothèque municipale de Rions;33410;Rions;Nouvelle-Aquitaine;Gironde;Lecture / Conte;11;99;Entrée libre
Jeu de piste;Jeu de piste par équipe;jeu piste recherche médiathèque;Médiathèque Georges-Wolinski;93160;Noisy-le-Grand;Île-de-France;Seine-Saint-Denis;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);10;120;Sur inscription
Portes ouvertes de l'école de magie Salamangue - Tournoi de quidditch de table;L'école de magie Salamangue vous ouvre ses portes pour une soirée exceptionnelle.Venez vous immerger dans la vie de l'école à travers nos activités et tentez de remporter le Tournoi des 4 clans.;;Médiathèque Albert Camus;51300;Vitry-le-François;Grand Est;Marne;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);5;99;Entrée libre
Portes ouvertes de l'école de magie Salamangue - Atelier de fabrication de baguette magique;L'école de magie Salamangue vous ouvre ses portes pour une soirée exceptionnelle.Venez vous immerger dans la vie de l'école à travers nos activités et tentez de remporter le Tournoi des 4 clans.;;Médiathèque Albert Camus;51300;Vitry-le-François;Grand Est;Marne;Atelier;5;99;Entrée libre
Nuit de la lecture;Rencontre conviviale autour de la lecture et concours des Petits champions de la lecture;;Salle des fêtes de Valsonne;69170;Valsonne;Auvergne-Rhône-Alpes;Rhône;"Animation ""Petits champions de la lecture""";3;99;Entrée libre
Grande Nuit spéciale Harry Potter : Spectacle de magie;Nuit de la lecture spéciale harry potter et la magie des livres;;Bibliothèque de Flaumont Waudrechies;59440;Flaumont-Waudrechies;Hauts-de-France;Nord;Spectacle (danse, concert, performance, théâtre…);;;Entrée libre
Grande Nuit spéciale Harry Potter : grand quizz;Nuit de la lecture spéciale harry potter et la magie des livres;;Salle de la Marbrerie de Flaumont-Waudrechies;59000;Lille;Hauts-de-France;Nord;Atelier;12;99;Sur inscription
Les robots envahissent la médiathèque;Découverte des robots Dash&Dot et Blue/Bee-Bot, création de petits robots et d'un gros robot en carton, lecture autour du thème des robots, buffet sucré.;;Espace culturel Chéri Hérouard;8230;Rocroi;Grand Est;Ardennes;Atelier;;99;Entrée libre
La nuit du livre;Une rencontre intergénérationnelle autour du livre dans la Commune de Sada;"Livre;nuit;soirée;lecture;intergénérationnelle;rencontre;Sada;Mayotte;Association;ALIM;Lire";Association Lire à Mayotte;97640;Sada;Mayotte;;Lecture / Conte;6;99;Entrée libre
La vie de Georges Brassens;Découvrir autrement Georges Brassens;Georges Brassens;Bibliothèque municipale de Rions;33410;Rions;Nouvelle-Aquitaine;Gironde;Lecture / Conte;;;Sur inscription
"Visite de l'exposition ""FRAGMENTS""";Visite de l’exposition en présence de l’artiste à 18h et une visite insolite à la lampe torche à 20h30;"exposition;visite insolite";Bibliothèque-Médiathèque Gérard Thirion;54520;Laxou;Grand Est;Meurthe-et-Moselle;Exposition;;;Entrée libre
"Livres en scène - Spectale conté (Jeune public) ""Ti Baba et le repas Gourmand""";Livres en scène : des livres, des lectures, des ateliers, un spectacle conté qui va au cœur des cités.;"Livres en scène;Ti Baba et le repas gourmand;Spectacle;Conte;dégustationss;Lecture-goûter;auteur;La P'tite Scène Qui Bouge";Groupe d'habitations Les Bons Enfants;97546;Saint-Pierre;La Réunion;;Spectacle (danse, concert, performance, théâtre…);;99;Entrée libre
Conseils de relieurs;Les conseils de relieurs pour réparer soi - même ses ouvrages;"relieur;ouvrage;conseil";Les Dominicains- Bibliothèque patrimoniale Jacques Chirac;68000;Colmar;Grand Est;Haut-Rhin;Atelier;;;Entrée libre
Quizz musical;Testez vos connaissances musicales lors de notre quizz musical !;;Médiathèque François Mitterrand;4000;Digne-les-Bains;Provence-Alpes-Côte d'Azur;Alpes-de-Haute-Provence;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;;Entrée libre
Promenade olfactive autour du Nu orange;Les salles du musée Bonnard s'ouvrent aux senteurs et proposent une véritable expérience sensorielle pour vivre les promenades de l’artiste;"bonnard;olfative;parfum;senteur";Musée Bonnard;6110;Le Cannet;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;Visite guidée / visite insolite;12;99;Sur inscription
Les petits champions de la lecture;Venez écouter les petits champions de la lecture des écoles d'Eybens et de Bresson.;"petits champions de la lecture;lecture à voix haute";Médiathèque Espace culturel Odyssée;38320;Eybens;Auvergne-Rhône-Alpes;Isère;"Animation ""Petits champions de la lecture""";;;Entrée libre
Lecture pour les p'tits loups;Des histoires pour se faire peur et des histoires douces chuchotées dans une cabane magique au creux de la médiathèque.;"petits;contes;lampe de poche;enfants;lecture";Médiathèque Espace culturel Odyssée;38320;Eybens;Auvergne-Rhône-Alpes;Isère;Lecture / Conte;4;99;Sur inscription
Le noir pour réveiller nos sens - Jeu dans le noir;Plus d'informations sur facebook: https://www.facebook.com/jt.euronbayonnais;;Bibliothèque intercommunale Marie Marvingt;54290;Bayon;Grand Est;Meurthe-et-Moselle;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;;Entrée libre
Soirée avec Mohammed El Amraoui;Carte blanche à Mohammed El Amraoui, conteur et musicien franco-marocain. Il sera entouré de nombreux musiciens, conteurs. Un buffet sera servi au cours de la soirée.;conte musique lecture;Librairie des Marais;69400;Villefranche-sur-Saône;Auvergne-Rhône-Alpes;Rhône;Lecture / Conte;;;Entrée libre
Lectures sur le thème du Loup;Les bénévoles Lire et Faire Lire de l'association La Ligue de l'Enseignement du Gard vous invitent à partager un moment de convivialité autour de la lecture sur le thème du loup pour petit et grand !;;Mediathèque Carpe Diem;30510;Générac;Occitanie;Gard;Lecture / Conte;;11;Entrée libre
Boris Vian à la bibliothèque Sainte-Geneviève, en lectures et en chansons;Clémentine Pradère-Ascione, chercheuse ayant soutenu une thèse sur Boris Vian à l’université Sorbonne Nouvelle, présentera quelques textes lus par un comédien.;"conférence;Boris Vian;concert;lecture";Bibliothèque Sainte-Geneviève;75005;Paris;Île-de-France;Paris;Conférence / table-ronde;;;Entrée libre
"Soirée ""Je me déguise en personnage d'album ou de romans""";Je me déguise en personnage d'albums, de BD ou de romans;;Bibliothèque municipale de Saint-Pierreville;7190;Saint-Pierreville;Auvergne-Rhône-Alpes;Ardèche;Autre (précisez dans le champ ci-dessous);2;99;Entrée libre
Projection de films qui parlent de livres;Des films qui parlent de livres;;Bibliothèque municipale de Saint-Pierreville;7190;Saint-Pierreville;Auvergne-Rhône-Alpes;Ardèche;Projection;;;Entrée libre
Vies de femmes, rencontre avec Daniel Fernandez;Le photographe Daniel Fernandez vous parlera, autour de son exposition de son travail de photographe en argentique et de sa façon d'aborder les portraits dans des circonstances souvent particulières.;"photographie;argentique;portrait;femmes";Médiathèque Jean-Loup Trassard;53100;Mayenne;Pays de la Loire;Mayenne;Rencontre d'auteur(s) et dédicace;;;Entrée libre
Pyjama Party Little Urban;La librairie Guivelle et Little Urban vous invitent à une très chouette pyjama party ! Au programme, lecture d'albums choisis par ton libraire préféré.;"pyjama party;lecture;albums;littérature jeunesse";Librairie Guivelle;39000;Lons-le-Saunier;Bourgogne-Franche-Comté;Jura;Lecture / Conte;;;Sur inscription
"Lecture à voix haute ""Les Petits champions de la lecture""";"""Nuit"" de la lecture  à l'école le vendredi 17 janvier de 16h15 à 19h";;École élémentaire Malala Yousafzai;93200;Saint-Denis;Île-de-France;Seine-Saint-Denis;"Animation ""Petits champions de la lecture""";6;99;Sur inscription
Lecture de poèmes;Un après-midi de rencontres, contes, lectures, écriture et musique pour petits et grands.;"rencontre;lecture;conte interactif;slam;atelier d'écriture";Bibliothèque de l'Ariane - Léonard de Vinci;6730;Nice;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;Lecture / Conte;3;99;Entrée libre
Slam avec la compagnie Oryga music;Un après-midi de rencontres, contes, lectures, écriture et musique pour petits et grands.;"rencontre;lecture;conte interactif;slam;atelier d'écriture";Bibliothèque de l'Ariane - Léonard de Vinci;6730;Nice;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;Spectacle (danse, concert, performance, théâtre…);3;99;Entrée libre
Début de soirée... Nuit de folie;Ambiance feutrée et délirante;"Jeu;lecture";Médiathèque de Chassieu;69680;Chassieu;Auvergne-Rhône-Alpes;Métropole de Lyon;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);8;99;Entrée libre
Début de soirée...  Nuit de folie - Lectures;La médiathèque comme vous ne l'avez jamais vu !;"Lecture;jeu";Médiathèque de Chassieu;69680;Chassieu;Auvergne-Rhône-Alpes;Métropole de Lyon;Lecture / Conte;6;99;Entrée libre
La lune rouille - Atelier d'écriture;Une nuit (et deux jours) de la lecture steampunk au lycée Jean Racine;;Lycée polyvalent Jean Racine;80500;Montdidier;Hauts-de-France;Somme;Atelier;;;Sur inscription
Guy Gunaratne sur In Our Mad and Furious City;Nous sommes ravis d’accueillir Guy Gunaratne pour sa lecture de ses débuts saisissants In Our Mad et Furious City, lauréat du prix international Dylan Thomas. En association avec les Editions Grasset.;;Shakespeare and Company;75005;Paris;Île-de-France;Paris;Rencontre d'auteur(s) et dédicace;;;Entrée libre
Lire autrement avec la réalité virtuelle;Découverte d'un univers littéraire à travers les lunettes 3D;;Médiathèque d'Oyonnax - Espace adulte;1100;Oyonnax;Auvergne-Rhône-Alpes;Ain;Atelier;13;99;Sur inscription
Création en kirigami d'un marque-page ou d'une petite lanterne;Atelier créatif en kirigami (découpage);;Médiathèque d'Oyonnax - Espace adulte;1100;Oyonnax;Auvergne-Rhône-Alpes;Ain;Atelier;15;99;Sur inscription
Atelier Vinyles avec Fleur de Gomme;Atelier Détournement de vinyles avec Fleur de Gomme;vinyl disque 80's;Médiathèque Bachelard;21160;Marsannay-la-Côte;Bourgogne-Franche-Comté;Côte-d'Or;Atelier;6;99;Sur inscription
